0,-76.81,0
1,-76.80,0
2,-76.80,0
3,-76.80,0
4,-76.81,0
5,-76.81,0
6,-76.81,0
7,-76.80,0
8,-76.78,0
9,-76.77,0
10,-76.76,0
11,-76.76,0
12,-76.76,0
13,-76.77,0
14,-76.77,0
15,-76.78,0
16,-76.78,0
17,-76.78,0
18,-76.78,0
19,-76.79,0
20,-76.79,0
21,-76.80,0
22,-76.80,0
23,-76.80,0
24,-76.81,0
25,-76.82,0
26,-76.82,0
27,-76.82,0
28,-76.81,0
29,-76.81,0
30,-76.80,0
31,-76.78,0
32,-76.75,0
33,-76.73,0
34,-76.70,0
35,-76.67,0
36,-76.66,0
37,-76.65,0
38,-76.66,0
39,-76.66,0
40,-76.66,0
41,-76.66,0
42,-76.65,0
43,-76.64,0
44,-76.64,0
45,-76.65,0
46,-76.65,0
47,-76.66,0
48,-76.66,0
49,-76.67,0
50,-76.66,0
51,-76.66,0
52,-76.65,0
53,-76.65,0
54,-76.65,0
55,-76.65,0
56,-76.65,0
57,-76.66,0
58,-76.64,0
59,-76.64,0
60,-76.64,0
61,-76.64,0
62,-76.64,0
63,-76.63,0
64,-76.63,0
65,-76.62,0
66,-76.62,0
67,-76.61,0
68,-76.60,0
69,-76.60,0
70,-76.59,0
71,-76.58,0
72,-76.57,0
73,-76.53,0
74,-76.50,0
75,-76.45,0
76,-76.39,0
77,-76.30,0
78,-76.17,0
79,-75.99,0
80,-75.73,0
81,-75.39,0
82,-74.96,0
83,-74.44,0
84,-73.82,0
85,-73.12,0
86,-72.32,0
87,-71.44,0
88,-70.46,0
89,-69.39,0
90,-68.23,0
91,-66.97,0
92,-65.62,0
93,-64.17,0
94,-62.62,0
95,-60.97,0
96,-59.21,0
97,-57.35,0
98,-55.37,0
99,-53.28,0
100,-51.07,0
101,-48.74,0
102,-46.29,0
103,-43.70,0
104,-40.99,0
105,-38.12,0
106,-35.11,0
107,-31.94,0
108,-28.62,0
109,-25.14,0
110,-21.49,0
111,-17.68,0
112,-13.70,0
113,-9.58,81
114,-5.30,140
115,-0.87,156
116,3.68,168
117,8.35,240
118,13.10,255
119,17.91,255
120,22.76,255
121,27.61,255
122,32.42,255
123,37.15,255
124,41.65,255
125,46.00,255
126,50.11,255
127,53.19,255
128,55.59,255
129,56.58,255
130,56.25,255
131,54.64,0
132,52.24,0
133,49.60,255
134,46.99,65
135,44.09,255
136,41.05,0
137,37.87,255
138,34.68,241
139,31.64,0
140,28.44,255
141,25.08,164
142,21.83,66
143,18.50,43
144,15.08,195
145,11.73,53
146,8.36,89
147,5.00,202
148,1.73,201
149,-1.51,137
150,-4.77,200
151,-8.05,0
152,-11.33,78
153,-14.57,191
154,-17.82,94
155,-21.03,127
156,-24.16,62
157,-27.24,76
158,-30.35,83
159,-33.41,22
160,-36.36,41
161,-39.35,84
162,-42.19,0
163,-45.08,0
164,-47.81,45
165,-50.49,0
166,-53.10,0
167,-55.60,0
168,-57.98,0
169,-60.28,0
170,-62.44,0
171,-64.46,0
172,-66.41,0
173,-68.23,0
174,-69.85,0
175,-71.41,0
176,-72.88,0
177,-74.23,0
178,-75.52,0
179,-76.70,0
180,-77.79,0
181,-78.85,0
182,-79.78,0
183,-80.60,0
184,-81.37,0
185,-82.03,0
186,-82.59,0
187,-83.07,0
188,-83.49,0
189,-83.78,0
190,-83.99,0
191,-84.13,0
192,-84.16,0
193,-84.10,0
194,-83.96,0
195,-83.70,0
196,-83.37,0
197,-82.97,0
198,-82.50,0
199,-81.94,0
200,-81.31,0
