0,47.75,255
1,47.46,255
2,47.09,255
3,46.71,255
4,46.32,255
5,45.93,255
6,45.55,255
7,45.15,255
8,44.72,255
9,44.26,255
10,43.78,255
11,43.26,255
12,42.69,255
13,42.07,15
14,41.36,24
15,40.58,76
16,39.74,119
17,38.84,167
18,37.92,210
19,36.97,255
20,35.98,255
21,34.92,255
22,33.74,255
23,32.46,255
24,31.18,255
25,29.85,255
26,28.54,255
27,27.23,255
28,25.90,255
29,24.59,255
30,23.25,255
31,21.87,255
32,20.47,255
33,19.02,255
34,17.53,255
35,15.99,255
36,14.42,255
37,12.85,255
38,11.26,255
39,9.67,255
40,8.09,255
41,6.52,255
42,4.92,255
43,3.28,255
44,1.60,255
45,-0.13,255
46,-1.89,255
47,-3.67,255
48,-5.43,255
49,-7.16,231
50,-8.82,212
51,-10.43,154
52,-11.99,135
53,-13.50,111
54,-14.97,111
55,-16.41,118
56,-17.80,66
57,-19.18,0
58,-20.55,7
59,-21.89,209
60,-23.16,255
61,-24.41,255
62,-25.65,255
63,-26.87,192
64,-28.12,92
65,-29.38,136
66,-30.70,100
67,-32.06,95
68,-33.45,77
69,-34.85,59
70,-36.26,69
71,-37.69,0
72,-39.12,0
73,-40.44,0
74,-41.73,114
75,-42.80,107
76,-43.79,27
77,-44.68,0
78,-45.52,0
79,-46.29,0
80,-46.98,29
81,-47.57,57
82,-48.08,83
83,-48.51,50
84,-48.81,40
85,-49.04,39
86,-49.18,96
87,-49.19,78
88,-49.12,0
89,-48.98,0
90,-48.72,0
91,-48.38,0
92,-47.95,0
93,-47.40,0
94,-46.77,0
95,-46.06,0
96,-45.27,109
97,-44.36,70
98,-43.33,229
99,-42.15,255
100,-40.91,255
101,-39.61,110
102,-38.28,51
103,-36.94,255
104,-35.61,101
105,-34.35,33
106,-33.02,0
107,-31.81,175
108,-30.51,12
109,-29.27,206
110,-28.00,217
111,-26.69,0
112,-25.45,0
113,-24.16,255
114,-22.92,180
115,-21.64,255
116,-20.39,239
117,-19.16,91
118,-17.97,255
119,-16.84,255
120,-15.79,255
121,-14.83,209
122,-14.00,115
123,-13.24,84
124,-12.60,182
125,-12.10,255
126,-11.68,198
127,-11.31,187
128,-10.99,182
129,-10.79,128
130,-10.69,255
131,-10.66,255
132,-10.74,186
133,-10.90,164
134,-11.15,176
